Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
SATO,SATO Technologies Corp,Sell,Strong sell,Neutral,32.91291022965247,-0.015,-0.024544117647058966,-107.74410774410774,30.000000000000018,34.444444444444464,
CANB,"CanadaBis Capital, Inc.",Buy,Buy,Neutral,52.679399260463235,0.0049999999999999975,-0.0014558823529411506,47.61904761904691,33.333333333333336,44.444444444444436,Marubozu White
MTX,Metalex Ventures Ltd.,Buy,Buy,Neutral,53.64456367391358,0,0.0005294117647058547,-95.23809523809453,100,99.99999999999999,Marubozu White
BLGV,Belgravia Hartford Capital Inc.,Sell,Sell,Neutral,51.00064989134469,0.0049999999999999975,-0.0015735294117646195,43.16546762589834,100,85.18518518518518,
KIP,Kiplin Metals Inc.,Sell,Sell,Sell,49.57792879163076,-0.009999999999999953,-0.00107352941176464,-5.270092226614278,44.444444444444514,33.333333333333364,
CEO.H,Clydesdale Resources Inc.,Strong buy,Strong buy,Buy,76.99457897454813,0.06999999999999999,0.036044117647058796,292.01101928374663,95.83333333333333,95.83333333333333,
SCLT,Searchlight Resources Inc.,Sell,Strong sell,Sell,38.95682863737356,-0.03,-0.023088235294117687,-135.96491228070153,21.111111111111114,20.864197530864203,
ROAD,Mineral Road Discovery Inc.,Sell,Strong sell,Buy,44.79313089538969,-0.020000000000000004,-0.002985294117647086,-107.93650793650812,8.838383838383825,8.50168350168349,"Dragonfly Doji, Long Lower Shadow"
CRB,Cariboo Rose Resources Ltd.,Neutral,Buy,Sell,49.97509823348415,-0.009999999999999995,0.013529411764705845,-9.803921568627345,25.25252525252526,28.787878787878782,Marubozu Black
IMR,iMetal Resources Inc.,Sell,Strong sell,Neutral,41.19421479932385,-0.015,-0.017588235294117363,-116.78832116788345,29.03392903392903,24.698511365178025,"Dragonfly Doji, Long Lower Shadow"
XIM,Ximen Mining Corp.,Strong sell,Strong sell,Sell,38.99697185984363,-0.009999999999999995,-0.0006323529411765422,-146.66666666666654,-8.289665250534503e-15,3.296703296703321,
ADYA,Adya Inc,Sell,Strong sell,Neutral,39.816391953584514,-0.145,-0.046249999999999875,-98.43880347991892,13.333333333333329,21.944444444444432,
RXM,Rockex Mining Corporation,Neutral,Neutral,Sell,48.82971031308386,-0.020000000000000004,-0.0010441176470588204,-46.29629629629637,25.00000000000001,21.428571428571434,
SMRV,Smooth Rock Ventures Corp,Buy,Strong buy,Neutral,59.02319276101613,0.05499999999999999,0.09547058823529397,87.45874587458745,47.2157381471107,66.12373344399488,
MOOD,"Doseology Sciences, Inc.",Strong sell,Strong sell,Sell,40.076195552285824,-0.4,-0.07588235294117673,-166.13823715916317,10.356174990321339,14.311524067621649,
ROI,Route1 Inc.,Buy,Strong buy,Neutral,56.07600108528953,0.015,0.014279411764705832,70.24519549370474,72.72727272727273,84.84848484848487,
YTY,Wi2Wi Corp.,Sell,Strong sell,Sell,48.51428582612683,0,-0.0005147058823529588,-28.2828282828286,0,-8.289665250534503e-15,
GSRI,Golden Shield Resources Inc.,Sell,Strong sell,Neutral,48.71878986230751,-0.0050000000000000044,-0.0009999999999997233,-69.21675774134845,23.558897243107754,27.73600668337508,
TBLL,Tombill Mines Ltd.,Sell,Strong sell,Neutral,44.28354826520023,0,-0.0007500000000000007,-114.47811447811455,16.666666666666647,33.33333333333331,
IVX,Inventronics Limited,Sell,Sell,Buy,47.74643420670856,0.010000000000000009,-0.0260588235294118,-51.46406388642457,21.726190476190496,23.445767195767214,
WCU,World Copper Ltd,Buy,Buy,Neutral,58.73084510221713,0,0.0034117647058823797,81.87134502923975,66.66666666666666,59.259259259259245,
EWK,Earthworks Industries Inc,Buy,Buy,Buy,63.69776680731895,0.019999999999999997,0.01320588235294094,148.2517482517483,55.55555555555555,68.51851851851849,
NKW.H,"Oceanic Wind Energy, Inc.",Sell,Strong sell,Sell,41.929459235824886,-0.0050000000000000044,-0.009191176470588237,-89.83451536643055,4.736951571734001e-15,1.3421362786579671e-14,
PHD,Providence Gold Mines Inc,Neutral,Neutral,Neutral,49.179176529640046,0.009999999999999995,0.00011764705882350013,-44.44444444444458,22.22222222222221,29.629629629629623,
EPR,"E-Power Resources, Inc.",Sell,Strong sell,Neutral,44.55685676675795,0,-0.011294117647058809,-54.18138987043551,45.833333333333336,42.46031746031746,
LFG,Universal Digital Inc.,Sell,Strong sell,Buy,35.814409955618714,-0.0050000000000000044,-0.016338235294118472,-116.66666666666644,19.841269841269842,24.07407407407408,"Dragonfly Doji, Long Lower Shadow"
WPR,CANPR Technology Inc.,Strong sell,Strong sell,Neutral,30.525295308453764,-0.010000000000000009,-0.09405882352941161,-69.29691451694512,9.974747474747458,7.112794612794606,
SYG,Sylla Gold Corp,Buy,Buy,Neutral,51.76162210046396,0,0.01269117647058822,-97.64918625678115,14.814814814814817,14.814814814814817,
TNO.H,Terreno Resources Corp.,Buy,Buy,Neutral,51.47807862211522,0,0.00707352941176468,38.46153846153848,59.99999999999998,73.33333333333333,Marubozu Black
ULT,Ultra Lithium Inc,Sell,Sell,Neutral,48.43881136420712,0,-0.0007352941176470632,-60.606060606060595,0,1.8947806286936004e-14,
WP,Western Pacific Trust Company,Sell,Strong sell,Neutral,42.107571458404045,-0.015000000000000013,-0.01591176470588221,-107.03613148600841,54.545454545454554,67.67676767676768,
RGEN,Regenera Insights Inc.,Sell,Strong sell,Neutral,46.88794028041608,0,-0.004764705882352966,-13.60544217687072,66.66666666666663,55.55555555555552,
DOS,"Dios Exploration, Inc.",Sell,Sell,Neutral,46.77504841188658,-0.0050000000000000044,-0.00017647058823529183,-131.31313131313152,16.666666666666664,22.22222222222224,
BIOV,BioVaxys Technology Corp,Sell,Strong sell,Neutral,34.54577073505527,-0.035,-0.07517647058823548,-83.67071524966265,18.208874458874472,14.306758056758058,Marubozu White
QNI,Quebec Nickel Corp,Buy,Buy,Neutral,54.43944143725912,0,0.0245441176470588,-9.34322616103277,26.66666666666666,35.555555555555564,
ORGN,Origen Resources Inc,Sell,Strong sell,Neutral,45.099253097378565,-0.009999999999999995,-0.0013970588235293901,-52.77777777777773,66.6666666666667,70.37037037037042,
KGL.H,KGL Resources Ltd,Buy,Strong buy,Neutral,66.32080689143824,0.12,0.0782941176470588,206.09026644915733,90.57971014492755,64.43236714975846,
CAND.H,Candelaria Mining Corp.,Buy,Buy,Neutral,49.354723662091686,-0.010000000000000002,-0.010250000000000002,-27.77777777777768,11.11111111111112,6.4814814814815,"Dragonfly Doji, Long Lower Shadow"
FA,Fountain Asset Corp.,Buy,Neutral,Buy,50.92661669244507,0,0.007852941176470549,20.86765513454129,46.66666666666666,64.44444444444444,
STNG,Stinger Resources Inc,Buy,Strong buy,Neutral,54.70597677226283,0.0049999999999999906,0.010617647058823551,47.03476482617567,26.666666666666657,38.518518518518526,
BOLT,Bolt Metals Corp.,Sell,Strong sell,Buy,42.75870183108973,-0.05999999999999994,-0.024382352941176078,-147.2310969116077,1.851851851851828,0.6172839506172402,Bullish Harami
WATR,Current Water Technologies Inc,Sell,Strong sell,Neutral,44.24253439766898,-0.005000000000000001,-0.0024117647058823667,-117.81609195402291,16.666666666666664,5.55555555555556,"Dragonfly Doji, Long Lower Shadow"
GNT.H,"Gentor Resources, Inc.",Buy,Strong buy,Neutral,58.02042371517734,0.015,-0.00714705882352943,139.7479954180985,59.25925925925926,35.802469135802475,
OPW,Opawica Explorations Inc.,Neutral,Neutral,Neutral,51.461103344736934,0,0.00900000000000005,-49.46236559140102,33.333333333333265,40.740740740740684,
CGII,CleanGo Innovations Inc,Neutral,Sell,Buy,49.263880134642605,0.04999999999999999,-0.14032352941176468,8.47341806751403,48.13793103448277,35.054340213405844,
HEAL,Restart Life Sciences Corp.,Sell,Strong sell,Sell,45.00274779714019,-0.03,-0.003308823529411753,-144.77211796246624,44.44444444444443,48.148148148148096,
GEN,Generation Uranium Inc Class A,Sell,Sell,Neutral,43.825049399745716,-0.010000000000000009,-0.006411764705882422,-59.459459459459595,27.40740740740741,22.71604938271608,"Gravestone Doji, Long Upper Shadow"
TES,Tesoro Minerals Corp.,Buy,Strong buy,Neutral,55.025393926583114,0,-0.011220588235294135,130.4347826086961,44.444444444444436,18.51851851851852,
HZ,Hertz Energy Inc.,Buy,Buy,Neutral,52.57929758399669,0.010000000000000009,0.09670588235294109,18.56540084388182,68.42105263157895,79.97936016511868,
MOLT,Molten Metals Corp.,Neutral,Neutral,Neutral,50.738695431213756,-0.020000000000000018,0.04154411764705884,-64.19103954430891,60.975609756097555,66.66666666666664,
XRTX,"XORTX Therapeutics, Inc.",Strong sell,Strong sell,Sell,29.386753288194726,-0.17000000000000004,-0.17391176470588576,-105.45921644187574,4.938271604938283,9.547325102880658,
GRI,Galore Resources Inc.,Sell,Strong sell,Neutral,47.913083393682,0,0.00045588235294117055,-23.875114784206165,66.66666666666667,66.66666666666669,
NTLX,NeuroThera Labs Inc.,Strong sell,Strong sell,Sell,48.626617527740734,-0.06499999999999997,0.002823529411764697,-24.778761061946852,20.129870129870138,28.246753246753258,
PLY,Playfair Mining Ltd.,Sell,Strong sell,Sell,43.544296559248444,0,0.0018602941176470503,-222.22222222222322,66.66666666666667,72.22222222222221,
RNCH,Ranchero Gold Corp,Buy,Buy,Neutral,53.26589710722336,0.010000000000000002,0.002470588235294141,100.09442870632643,99.99999999999999,97.77777777777776,
MVMD,Mountain Valley MD Holdings Inc,Sell,Strong sell,Neutral,45.00537800977122,0,-0.002632352941176478,-64.51612903225826,2.3684757858670005e-15,11.111111111111112,"Gravestone Doji, Long Upper Shadow"
APL,Appulse Corporation,Sell,Sell,Sell,51.13929484756009,-0.024999999999999994,-0.0005588235294117783,-7.936507936508131,39.16666666666669,37.398989898989925,
OPHR,Ophir Metals Corp,Sell,Strong sell,Sell,48.247892654466305,0,0.001632352941176335,-19.9004975124381,33.333333333333336,27.777777777777782,Marubozu Black
EFF,1844 Resources Inc,Buy,Strong buy,Neutral,56.56037446368244,0,0.004749999999999983,1.7777777777775845,16.666666666666657,24.074074074074066,Marubozu White
SONI,SonicStrategy Inc.,Sell,Strong sell,Neutral,27.44455129664196,-0.03,-0.0855588235294123,-100.90702947845813,4.603174603174601,2.275132275132273,
GMC,Germanium Mining Corp.,Sell,Sell,Buy,42.852309519041874,-0.0050000000000000044,-0.1085735294117649,-24.283935242839345,48.71794871794871,39.01234567901235,"Gravestone Doji, Long Upper Shadow"
LINE,Linear Minerals Corp.,Neutral,Neutral,Sell,48.01349081152172,-0.009999999999999995,0.006852941176470569,-31.249999999999897,40.00000000000002,49.047619047619065,
AITT,Trenchant Technologies Capital Corp,Sell,Strong sell,Neutral,44.51301783879599,-0.0050000000000000044,0.000926470588235348,-27.559055118110074,68.51851851851855,78.39506172839509,
CRWN,"Crown Capital Partners, Inc.",Strong sell,Strong sell,Sell,46.22221546152783,-0.13,-0.024779411764705772,-63.563054821440545,-5.921189464667502e-15,6.908054375445418e-16,
CAT,CAT Strategic Metals Corporation,Buy,Strong buy,Buy,50.623606716705645,0.005,-0.0016985294117647098,27.672955974842836,100,87.03703703703702,
GLDN,Golden Ridge Resources Ltd.,Sell,Strong sell,Sell,45.92811833937488,0,-0.0037499999999998784,-71.9874804381849,-3.789561257387201e-14,-3.335603398429359e-14,
EAU,Engineer Gold Mines Ltd.,Sell,Sell,Sell,44.13173542243876,-0.04000000000000001,-0.003264705882353003,-141.41414141414162,-1.4210854715202004e-14,7.777777777777756,Marubozu Black
NURL,Neural Therapeutics Inc.,Strong buy,Strong buy,Buy,59.531410091329356,0.005000000000000001,-0.0018161764705882412,81.87134502923983,66.66666666666664,52.77777777777775,Marubozu White
MSC,Millennium Silver Corp,Sell,Sell,Sell,43.293506577136355,-0.005000000000000001,0.002338235294117641,-71.19741100323637,33.333333333333336,44.44444444444438,"Gravestone Doji, Long Upper Shadow"
EGM,Engold Mines Ltd.,Buy,Strong buy,Neutral,56.5547846162281,-0.0050000000000000044,0.009558823529411759,62.67806267806315,72.22222222222221,76.85185185185185,
FEX,Fjordland Exploration Inc.,Buy,Strong buy,Neutral,63.31837814890219,0.010000000000000002,0.012720588235294105,164.29056347589957,77.77777777777777,77.77777777777777,
GAMA,Gamma Resources Ltd.,Sell,Strong sell,Neutral,37.43402655505147,-0.03,-0.011345588235293982,-112.8205128205126,11.11111111111112,4.938271604938277,
KNOX,Vault Strategic Mining Corp.,Buy,Strong buy,Buy,60.151112924105014,0.014999999999999958,0.07133823529411776,57.93450881612086,24.999999999999957,14.72222222222222,Marubozu Black
GGX,GGX Gold Corp.,Buy,Buy,Buy,50.451533538386094,0.0050000000000000044,0.012132352941176483,-27.121609798775285,7.660455486542452,8.926580665711095,
METG,Metaguest.AI Incorporated,Sell,Strong sell,Neutral,47.10862361922988,-0.0050000000000000044,-0.003279411764705656,-92.91835814163281,45.83333333333332,48.61111111111109,
GEL,Graphano Energy Ltd.,Sell,Strong sell,Neutral,46.264832388321715,-0.024999999999999994,-0.0180882352941176,-77.70961145194347,26.666666666666668,30.7070707070707,Marubozu White
DIG.H,District Mines Ltd.,Buy,Strong buy,Buy,70.37119230272154,0.18,0.10580882352941173,95.00805152979063,93.07242465137203,91.96281301544458,Marubozu White
NERD,"Nerds On Site, Inc.",Sell,Strong sell,Neutral,42.80556921596319,0.010000000000000002,-0.023911764705882382,-53.0925013683635,16.91919191919192,14.057239057239064,Marubozu White
OVT,Oculus Inc.,Sell,Strong sell,Buy,48.443024685055605,0,0.0005735294117647158,-3.4542314335070863,33.33333333333332,37.03703703703702,
CONE,Canada One Mining Corp,Neutral,Buy,Sell,49.557388763875245,-0.0049999999999999906,0.010191176470588217,14.27115188583075,69.44444444444444,75.92592592592594,Marubozu Black
THRM,Therma Bright Inc.,Sell,Strong sell,Neutral,44.02113768880741,-0.010000000000000002,-0.0062941176470587,-96.29629629629713,21.666666666666668,22.77777777777777,
ADP,Adelphi Metals Inc.,Strong buy,Strong buy,Buy,67.58764305604481,0.07999999999999999,0.038838235294117646,245.32603739170077,86.27450980392156,75.81699346405229,Marubozu White
INFI,INFINITUM COPPER CORP,Strong buy,Strong buy,Buy,59.5476607226612,0.16000000000000003,0.059176470588235164,128.20512820512823,62.85714285714284,44.12698412698412,
BABY,Else Nutrition Holdings Inc,Sell,Strong sell,Neutral,38.98442771978575,-0.009999999999999995,-0.019007352941176184,-74.14965986394556,20.37037037037039,13.580246913580261,Doji
GST,Gold Strategy Inc.,Strong buy,Strong buy,Buy,60.323403025324914,1.0500000000000003,0.880257352941177,87.49701171408083,57.60428626100269,67.13074348689378,
CUEX,CopperEx Resources Corporation,Sell,Sell,Buy,37.98655626337426,-0.045,-0.017132352941176626,-180.2807373583631,4.1666666666666705,2.3989898989898877,Marubozu White
RKV,Rakovina Therapeutics Inc,Sell,Sell,Neutral,50.290360803877434,-0.020000000000000018,0.015441176470588375,-37.73584905660392,18.181818181818162,19.69696969696967,
BWLK,Boardwalktech Software Corp.,Neutral,Buy,Sell,56.86508193775095,-0.0050000000000000044,0.004264705882353496,7.168458781359758,22.22222222222219,13.888888888888843,"Dragonfly Doji, Long Lower Shadow"
TRAC,Traction Uranium Corp,Buy,Buy,Buy,51.97355591263686,0.044999999999999984,0.04648529411764668,0.6713662302786919,26.356589147286826,26.022659511031602,
DAR,Darelle Online Solutions Inc.,Strong buy,Strong buy,Neutral,63.22986550412292,0.17,0.02655882352941158,94.97026118438069,55.882352941176485,33.16993464052288,
NORD,Nordique Resources Inc.,Strong sell,Strong sell,Neutral,39.00200752556053,-0.010000000000000009,-0.010985294117646871,-136.80781758957622,2.3684757858670005e-15,3.70370370370371,Marubozu Black
WCE,WesCan Energy Corp.,Buy,Strong buy,Buy,54.386922049197764,0.010000000000000009,0.0034558823529411697,87.35632183908034,75.00000000000004,69.44444444444447,
VLX,Velox Energy Materials Inc,Sell,Sell,Neutral,51.362153975230726,0.0050000000000000044,0.004205882352941254,32.76836158192152,46.666666666666664,44.444444444444436,
WCSB,Decimus Oil Corp.,Strong sell,Strong sell,Sell,45.18899065391584,-0.009999999999999995,-0.0009558823529412092,-67.96818510484462,10.370370370370376,15.185185185185189,
SQX,Squatex Energy and Ressources Inc,Buy,Buy,Buy,55.60911093831852,0.005000000000000001,0.0002794117647058475,190.99099099099132,83.33333333333333,83.33333333333333,
ION,Lithium ION Energy Ltd,Neutral,Neutral,Neutral,50.62760641073421,0,0.005426470588235956,-4.357298474942572,55.55555555555554,66.66666666666667,
ARWY,Arway Corp.,Buy,Strong buy,Neutral,52.491914936233584,0.009999999999999995,-0.0029411764705882804,74.07407407407405,73.33333333333331,52.5,
JJJJ,J4 Ventures Resources Corp.,Buy,Strong buy,Neutral,55.78777048340481,-0.07500000000000001,0.04172058823529408,38.56312731114628,35.586903517938,39.8188784395681,
INEO,INEO Tech Corp.,Sell,Strong sell,Neutral,38.52482804160873,-0.004999999999999999,-0.003632352941176479,-113.5265700483082,-4.736951571734001e-15,5.5555555555555465,
GOR,Goldrea Resources Corp.,Sell,Strong sell,Sell,40.96898962614078,-0.015,-0.008676470588235303,-149.20634920634905,0,0,Marubozu Black
SPZ,SuperBuzz Inc,Strong sell,Strong sell,Sell,36.04341986731025,-0.04000000000000001,-0.025779411764705926,-103.7037037037033,9.52380952380953,13.492063492063501,Marubozu Black
QBAT,Quantum Battery Metals Corp.,Sell,Strong sell,Neutral,48.78779088548468,0.08499999999999996,0.023338235294117604,51.71704709027336,57.06214689265537,54.237288135593225,"Gravestone Doji, Long Upper Shadow"
CHY.H,Cypress Hills Resource Corp.,Buy,Strong buy,Neutral,72.38849707373612,0.05499999999999999,0.02692647058823551,272.53668763102695,95.23809523809524,88.57142857142857,
CRIT,Supreme Critical Metals Inc,Sell,Strong sell,Neutral,35.032839888503176,-0.0050000000000000044,-0.02698529411764712,-51.80840664711659,51.428571428571416,44.444444444444436,
IP,ImagineAR Inc.,Sell,Strong sell,Sell,37.5661873680438,-0.004999999999999999,-0.004294117647058842,-138.88888888888962,0,0,
FMM,Full Metal Minerals Ltd. Class A,Sell,Strong sell,Sell,47.497840710473845,-0.020000000000000004,-0.002632352941176433,-47.00854700854711,54.54545454545454,44.823232323232325,
ELL,Everybody Loves Languages Corp.,Strong buy,Strong buy,Neutral,66.628585213927,0.010000000000000009,0.00983823529411762,270.70707070707164,99.99999999999999,100,
PLLR,Forty Pillars Mining Corp,Neutral,Sell,Neutral,48.40187278109817,0,0.0026323529411764537,-86.08608608608577,22.222222222222214,33.333333333333336,
